ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Chaperome_ID	Status	log10.p.adjust
GO:0051091	positive regulation of DNA binding transcription factor activity	9/80	455/29456	4.06738420954899e-06	0.000335050774261598	0.000247075751325673	RELA/ARHGEF2/HSPA1A/APP/HSPA1A/NFKB1/TRAF6/NFKB2/TRAF2	9	HSP7C_HUMAN	Up.LFQ.A	-3.47488937412517
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	6/80	176/29456	8.70428122167921e-06	0.000688334559010392	0.000507597031243188	VCP/STUB1/CSNK1E/HSPA1A/HSPA1A/RAD23A	6	HSP7C_HUMAN	Up.LFQ.A	-3.16220042540379
GO:0032781	positive regulation of ATPase activity	5/80	106/29456	1.06450320787021e-05	0.000809431862292078	0.00059689754773289	DNAJC9/DNAJA2/HSPA2/DNAJB6/DNAJB2	5	HSP7C_HUMAN	Up.LFQ.A	-3.09181970413858
GO:0006458	'de novo' protein folding	5/80	111/29456	1.33208988280008e-05	0.000975385814183612	0.000719276603383277	HSPH1/HYOU1/HSPA2/HSPA1A/HSPA1A	5	HSP7C_HUMAN	Up.LFQ.A	-3.01082356499069
GO:0090084	negative regulation of inclusion body assembly	3/10	21/29456	3.73519532172923e-08	9.14168189974678e-06	2.05076556853681e-06	DNAJB6/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-5.03897389479337
GO:0009408	response to heat	5/10	343/29456	4.99545459002556e-08	9.14168189974678e-06	2.05076556853681e-06	DNAJA2/DNAJB6/STUB1/HSPA1A/HSPA1A	5	HSP76_HUMAN	Up.LFQ.A	-5.03897389479337
GO:0090083	regulation of inclusion body assembly	3/10	33/29456	1.52899711187138e-07	1.60592844568761e-05	3.60260048212924e-06	DNAJB6/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-4.79427380920387
GO:0006457	protein folding	5/10	462/29456	2.19389131924537e-07	1.60592844568761e-05	3.60260048212924e-06	DNAJA2/DNAJB6/HSPA1A/HSPA1A/RPAP3	5	HSP76_HUMAN	Up.LFQ.A	-4.79427380920387
GO:0009266	response to temperature stimulus	5/10	462/29456	2.19389131924537e-07	1.60592844568761e-05	3.60260048212924e-06	DNAJA2/DNAJB6/STUB1/HSPA1A/HSPA1A	5	HSP76_HUMAN	Up.LFQ.A	-4.79427380920387
GO:0051131	chaperone-mediated protein complex assembly	3/10	41/29456	2.98311387346866e-07	1.81969946281588e-05	4.08215582685185e-06	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-4.74000033312393
GO:0070841	inclusion body assembly	3/10	51/29456	5.81731975150076e-07	3.04162718435611e-05	6.82332241529412e-06	DNAJB6/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-4.51689401898103
GO:0034605	cellular response to heat	4/10	253/29456	1.07170369900728e-06	4.50150282782025e-05	1.00982807181472e-05	DNAJB6/STUB1/HSPA1A/HSPA1A	4	HSP76_HUMAN	Up.LFQ.A	-4.34664247269789
GO:0042026	protein refolding	3/10	63/29456	1.10692692487383e-06	4.50150282782025e-05	1.00982807181472e-05	DNAJA2/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-4.34664247269789
GO:0070432	regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	2/10	10/29456	4.6611496731092e-06	0.000155089161850724	3.47913564117242e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.80941855107672
GO:0090063	positive regulation of microtubule nucleation	2/10	10/29456	4.6611496731092e-06	0.000155089161850724	3.47913564117242e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.80941855107672
GO:0060699	regulation of endoribonuclease activity	2/10	11/29456	5.69592912079393e-06	0.000173725838184215	3.89721466159585e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.76013558427996
GO:0010968	regulation of microtubule nucleation	2/10	12/29456	6.83387725669629e-06	0.000192399928919296	4.31613300422924e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.715795092745
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	3/10	123/29456	8.34556325244782e-06	0.000215460883586114	4.83346244455477e-05	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.6666315634832
GO:0070424	regulation of nucleotide-binding oligomerization domain containing signaling pathway	2/10	14/29456	9.41905502015801e-06	0.000215460883586114	4.83346244455477e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.6666315634832
GO:1901029	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	2/10	14/29456	9.41905502015801e-06	0.000215460883586114	4.83346244455477e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.6666315634832
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	3/10	131/29456	1.00829862163312e-05	0.000217080762069248	4.86980139240763e-05	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.66337866248464
GO:1900034	regulation of cellular response to heat	3/10	147/29456	1.42423525251069e-05	0.000289594501343841	6.49651167811896e-05	DNAJB6/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.53820968853393
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	3/10	152/29456	1.57422705468817e-05	0.000289596870925241	6.49656483525132e-05	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.53820613497228
GO:1903265	positive regulation of tumor necrosis factor-mediated signaling pathway	2/10	18/29456	1.58249656243301e-05	0.000289596870925241	6.49656483525132e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.53820613497228
GO:0060700	regulation of ribonuclease activity	2/10	19/29456	1.76835235480634e-05	0.000308198553266248	6.9138588308218e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.51116940426121
GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	2/10	20/29456	1.96448015345984e-05	0.000326818061893774	7.331552725831e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.48569394980169
GO:1903896	positive regulation of IRE1-mediated unfolded protein response	2/10	21/29456	2.17087435957965e-05	0.000345452180698327	7.74957437287016e-05	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.461612061448
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	3/10	176/29456	2.44001738895123e-05	0.000372102651815063	8.34742790957001e-05	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.42933723493803
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	3/10	192/29456	3.16329015741738e-05	0.000452244019896863	0.000101452497992394	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.34462716718338
GO:1901800	positive regulation of proteasomal protein catabolic process	3/10	193/29456	3.2126624364258e-05	0.000452244019896863	0.000101452497992394	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.34462716718338
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	3/10	198/29456	3.46714853152343e-05	0.000469991245384288	0.000105433756514163	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.3279102316743
GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	2/10	27/29456	3.62452087132323e-05	0.000473776656751536	0.000106282942843313	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.32442634102512
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	3/10	206/29456	3.90135057122377e-05	0.000476120046353802	0.000106808638526306	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.32228353279233
GO:0098787	mRNA cleavage involved in mRNA processing	2/10	28/29456	3.90262333076887e-05	0.000476120046353802	0.000106808638526306	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.32228353279233
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	3/10	218/29456	4.61744488104482e-05	0.000545156395633034	0.000122295653895245	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.26347888851837
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	3/10	229/29456	5.34531690233776e-05	0.000578240528501932	0.000129717461096206	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.23789147218127
GO:1901673	regulation of mitotic spindle assembly	2/10	33/29456	5.44634937418642e-05	0.000578240528501932	0.000129717461096206	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.23789147218127
GO:1903894	regulation of IRE1-mediated unfolded protein response	2/10	33/29456	5.44634937418642e-05	0.000578240528501932	0.000129717461096206	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.23789147218127
GO:0032075	positive regulation of nuclease activity	2/10	34/29456	5.78569829412412e-05	0.000578240528501932	0.000129717461096206	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.23789147218127
GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	2/10	34/29456	5.78569829412412e-05	0.000578240528501932	0.000129717461096206	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.23789147218127
GO:0030968	endoplasmic reticulum unfolded protein response	3/10	236/29456	5.8456009711944e-05	0.000578240528501932	0.000129717461096206	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.23789147218127
GO:0090288	negative regulation of cellular response to growth factor stimulus	3/10	242/29456	6.29811970111396e-05	0.000606608371212556	0.000136081256699969	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.21709160070796
GO:1903364	positive regulation of cellular protein catabolic process	3/10	253/29456	7.18633178409101e-05	0.00067440959819931	0.000151291195454548	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.17107625745903
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	2/10	39/29456	7.63515505181716e-05	0.00069861668724127	0.000156721603695194	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.15576104496484
GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	2/10	40/29456	8.03554988062468e-05	0.000717319818611861	0.000160917301845629	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.14428717000819
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	3/10	270/29456	8.71449082910454e-05	0.000757165396867242	0.000169855913015947	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.12080924189921
GO:0051092	positive regulation of NF-kappaB transcription factor activity	3/10	272/29456	8.90712749068356e-05	0.000757165396867242	0.000169855913015947	HSPA1A/HSPA1A/NFKB1	3	HSP76_HUMAN	Up.LFQ.A	-3.12080924189921
GO:0034620	cellular response to unfolded protein	3/10	274/29456	9.10253482572641e-05	0.000757165396867242	0.000169855913015947	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.12080924189921
GO:0050685	positive regulation of mRNA processing	2/10	45/29456	0.000101897356694672	0.000812136941760213	0.000182187752249918	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.09037073426082
GO:0006379	mRNA cleavage	2/10	46/29456	0.000106509762853798	0.000812136941760213	0.000182187752249918	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.09037073426082
GO:0045648	positive regulation of erythrocyte differentiation	2/10	46/29456	0.000106509762853798	0.000812136941760213	0.000182187752249918	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.09037073426082
GO:0090169	regulation of spindle assembly	2/10	46/29456	0.000106509762853798	0.000812136941760213	0.000182187752249918	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.09037073426082
GO:0033120	positive regulation of RNA splicing	2/10	50/29456	0.000125970986924354	0.000940926147230887	0.00021107920472824	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.026444462767
GO:0007020	microtubule nucleation	2/10	51/29456	0.00013108891569779	0.000959570862907824	0.000215261798409003	HSPA1A/HSPA1A	2	HSP76_HUMAN	Up.LFQ.A	-3.01792294773054
GO:0035967	cellular response to topologically incorrect protein	3/10	315/29456	0.000137491712799308	0.00098670523303033	0.000221348887478762	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.00581256849357
GO:0007179	transforming growth factor beta receptor signaling pathway	3/10	318/29456	0.000141394359086694	0.000995198758187114	0.000223254251189516	STUB1/HSPA1A/HSPA1A	3	HSP76_HUMAN	Up.LFQ.A	-3.00209017456726
GO:0042026	protein refolding	5/21	63/29456	7.54180557879584e-10	4.96250807084766e-07	2.23872544549519e-07	HYOU1/HSPA1A/HSPA1A/HSPH1/DNAJA2	5	DNJB1_HUMAN	Up.LFQ.A	-6.30429877390706
GO:0009408	response to heat	6/21	343/29456	1.11745362831477e-07	2.58681665613059e-05	1.1669849576529e-05	HYOU1/STUB1/HSPA1A/HSPA1A/HSPH1/DNAJA2	6	DNJB1_HUMAN	Up.LFQ.A	-4.58723435135786
GO:0051085	chaperone cofactor-dependent protein refolding	4/21	64/29456	1.17939969124495e-07	2.58681665613059e-05	1.1669849576529e-05	HYOU1/HSPA1A/HSPA1A/HSPH1	4	DNJB1_HUMAN	Up.LFQ.A	-4.58723435135786
GO:0051084	'de novo' posttranslational protein folding	4/21	77/29456	2.49693396113428e-07	4.10745636606589e-05	1.85298783431544e-05	HYOU1/HSPA1A/HSPA1A/HSPH1	4	DNJB1_HUMAN	Up.LFQ.A	-4.38642704142363
GO:0006457	protein folding	6/21	462/29456	6.40477122630736e-07	7.02389911151707e-05	3.16867629090995e-05	HYOU1/CDC37/HSPA1A/HSPA1A/HSPH1/DNAJA2	6	DNJB1_HUMAN	Up.LFQ.A	-4.15342173508972
GO:0009266	response to temperature stimulus	6/21	462/29456	6.40477122630736e-07	7.02389911151707e-05	3.16867629090995e-05	HYOU1/STUB1/HSPA1A/HSPA1A/HSPH1/DNAJA2	6	DNJB1_HUMAN	Up.LFQ.A	-4.15342173508972
GO:0034605	cellular response to heat	5/21	253/29456	8.17121950304661e-07	7.68094633286381e-05	3.46508857121676e-05	HYOU1/STUB1/HSPA1A/HSPA1A/HSPH1	5	DNJB1_HUMAN	Up.LFQ.A	-4.1145852693146
GO:0006458	'de novo' protein folding	4/21	111/29456	1.08780283202584e-06	8.84309636734398e-05	3.98936678226044e-05	HYOU1/HSPA1A/HSPA1A/HSPH1	4	DNJB1_HUMAN	Up.LFQ.A	-4.05339564224963
GO:0034620	cellular response to unfolded protein	5/21	274/29456	1.20954205632364e-06	8.84309636734398e-05	3.98936678226044e-05	HYOU1/STUB1/HSPA1A/HSPA1A/HSPH1	5	DNJB1_HUMAN	Up.LFQ.A	-4.05339564224963
GO:0035967	cellular response to topologically incorrect protein	5/21	315/29456	2.3955486544113e-06	0.000157627101460264	7.11099705835775e-05	HYOU1/STUB1/HSPA1A/HSPA1A/HSPH1	5	DNJB1_HUMAN	Up.LFQ.A	-3.80236911043306
GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	3/21	40/29456	3.03330604916252e-06	0.000165576977589351	7.46963808673766e-05	HYOU1/HSPA1A/HSPA1A	3	DNJB1_HUMAN	Up.LFQ.A	-3.78100004919961
GO:0006986	response to unfolded protein	5/21	331/29456	3.0514228047177e-06	0.000165576977589351	7.46963808673766e-05	HYOU1/STUB1/HSPA1A/HSPA1A/HSPH1	5	DNJB1_HUMAN	Up.LFQ.A	-3.78100004919961
GO:0051131	chaperone-mediated protein complex assembly	3/21	41/29456	3.27127767273795e-06	0.000165576977589351	7.46963808673766e-05	STUB1/HSPA1A/HSPA1A	3	DNJB1_HUMAN	Up.LFQ.A	-3.78100004919961
GO:0061077	chaperone-mediated protein folding	4/21	151/29456	3.71080289285429e-06	0.000174407735964151	7.86801816379631e-05	HYOU1/HSPA1A/HSPA1A/HSPH1	4	DNJB1_HUMAN	Up.LFQ.A	-3.758434255573
GO:0035966	response to topologically incorrect protein	5/21	375/29456	5.60235381241905e-06	0.000245756587238116	0.000110867633340503	HYOU1/STUB1/HSPA1A/HSPA1A/HSPH1	5	DNJB1_HUMAN	Up.LFQ.A	-3.60949483254843
GO:0051701	interaction with host	5/21	397/29456	7.38687625689339e-06	0.000303785286064741	0.000137045993713417	VPS37B/TSG101/HSPA1A/HSPA1A/CDH1	5	DNJB1_HUMAN	Up.LFQ.A	-3.51743326515277
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	4/21	210/29456	1.36614845400554e-05	0.000528779813373911	0.000238547284228832	HYOU1/HSPA1A/HSPA1A/HSPH1	4	DNJB1_HUMAN	Up.LFQ.A	-3.27672513277291
GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	3/21	73/29456	1.88084249836257e-05	0.000649288785728822	0.000292912234163378	HYOU1/HSPA1A/HSPA1A	3	DNJB1_HUMAN	Up.LFQ.A	-3.18756209803307
GO:0031647	regulation of protein stability	5/21	493/29456	2.09834427233528e-05	0.000649288785728822	0.000292912234163378	CDC37/STUB1/HSPA1A/HSPA1A/TELO2	5	DNJB1_HUMAN	Up.LFQ.A	-3.18756209803307
GO:0030968	endoplasmic reticulum unfolded protein response	4/21	236/29456	2.15985712911474e-05	0.000649288785728822	0.000292912234163378	HYOU1/STUB1/HSPA1A/HSPA1A	4	DNJB1_HUMAN	Up.LFQ.A	-3.18756209803307
GO:0070432	regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	2/21	10/29456	2.17087435957965e-05	0.000649288785728822	0.000292912234163378	HSPA1A/HSPA1A	2	DNJB1_HUMAN	Up.LFQ.A	-3.18756209803307
GO:0090063	positive regulation of microtubule nucleation	2/21	10/29456	2.17087435957965e-05	0.000649288785728822	0.000292912234163378	HSPA1A/HSPA1A	2	DNJB1_HUMAN	Up.LFQ.A	-3.18756209803307
GO:1903573	negative regulation of response to endoplasmic reticulum stress	3/21	80/29456	2.47660656235093e-05	0.000708524833924743	0.000319635263424696	HYOU1/HSPA1A/HSPA1A	3	DNJB1_HUMAN	Up.LFQ.A	-3.14964492304889
GO:0060699	regulation of endoribonuclease activity	2/21	11/29456	2.6521500973642e-05	0.000727131151694017	0.000328029090989782	HSPA1A/HSPA1A	2	DNJB1_HUMAN	Up.LFQ.A	-3.13838724894848
GO:0010968	regulation of microtubule nucleation	2/21	12/29456	3.18121180040557e-05	0.000837294945866746	0.000377727043248156	HSPA1A/HSPA1A	2	DNJB1_HUMAN	Up.LFQ.A	-3.0771215302999
GO:0006457	protein folding	9/42	462/29456	1.49788853789292e-08	1.20938671529196e-05	9.6850270834469e-06	VCP/HSP90B1/GANAB/PRKCSH/PDIA3/GNB2/PDCL/HYOU1/PDIA6	9	CALX_HUMAN	Up.LFQ.A	-4.91743480628331
GO:0034976	response to endoplasmic reticulum stress	9/42	490/29456	2.4833402778069e-08	1.20938671529196e-05	9.6850270834469e-06	VCP/HSP90B1/PSMC2/PDIA3/SEC61A1/UBE4A/HYOU1/UBXN6/PDIA6	9	CALX_HUMAN	Up.LFQ.A	-4.91743480628331
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	4/16	91/29456	1.5076337300213e-07	2.86955261588569e-05	1.89450884282474e-05	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-4.54218580765537
GO:0044784	metaphase/anaphase transition of cell cycle	4/16	92/29456	1.57564812440604e-07	2.86955261588569e-05	1.89450884282474e-05	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-4.54218580765537
GO:0010965	regulation of mitotic sister chromatid separation	4/16	94/29456	1.71851762028706e-07	2.86955261588569e-05	1.89450884282474e-05	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-4.54218580765537
GO:0051306	mitotic sister chromatid separation	4/16	98/29456	2.03301004317215e-07	2.86955261588569e-05	1.89450884282474e-05	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-4.54218580765537
GO:1905818	regulation of chromosome separation	4/16	101/29456	2.29564209270855e-07	2.86955261588569e-05	1.89450884282474e-05	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-4.54218580765537
GO:0033047	regulation of mitotic sister chromatid segregation	4/16	117/29456	4.14666815344612e-07	4.31944599317304e-05	2.8517437125454e-05	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-4.364571951689
GO:0033045	regulation of sister chromatid segregation	4/16	137/29456	7.80394218203381e-07	6.64848875961543e-05	4.38940226319031e-05	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-4.17727706115513
GO:0051304	chromosome separation	4/16	140/29456	8.51006561230775e-07	6.64848875961543e-05	4.38940226319031e-05	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-4.17727706115513
GO:0051983	regulation of chromosome segregation	4/16	176/29456	2.11947385210658e-06	0.000147185684174068	9.7173538014711e-05	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-3.83213442903761
GO:0000819	sister chromatid segregation	5/16	429/29456	2.4497455553558e-06	0.000153109097209737	0.000101084237652576	BUB1B/MAD1L1/TACC3/HECW2/XPO1	5	CDC27_HUMAN	Up.LFQ.A	-3.81499900426834
GO:0000070	mitotic sister chromatid segregation	4/16	278/29456	1.29229024164431e-05	0.000651633349320386	0.000430215196519733	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-3.18599669745255
GO:0030071	regulation of mitotic metaphase/anaphase transition	3/16	86/29456	1.30909306141104e-05	0.000651633349320386	0.000430215196519733	BUB1B/MAD1L1/HECW2	3	CDC27_HUMAN	Up.LFQ.A	-3.18599669745255
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	3/16	87/29456	1.3553973665864e-05	0.000651633349320386	0.000430215196519733	BUB1B/MAD1L1/HECW2	3	CDC27_HUMAN	Up.LFQ.A	-3.18599669745255
GO:0007088	regulation of mitotic nuclear division	4/16	302/29456	1.78874124926676e-05	0.000798545200565519	0.000527207947152309	BUB1B/MAD1L1/TACC3/HECW2	4	CDC27_HUMAN	Up.LFQ.A	-3.09770049618098
GO:0038061	NIK/NF-kappaB signaling	7/29	245/29456	3.3751545379803e-09	3.04438939325823e-06	1.51349035071538e-06	PSMD11/PSMC2/AGO3/TRAF6/TRAF2/RELA/NFKB2	7	DNJA1_HUMAN	Up.LFQ.A	-5.5164997998227
GO:0043620	regulation of DNA-templated transcription in response to stress	6/29	261/29456	1.8293250572277e-07	4.84002702888873e-05	2.40617518299288e-05	PSMD11/HSPA1A/PSMC2/CUL2/HSPA1A/RELA	6	DNJA1_HUMAN	Up.LFQ.A	-4.31515221305301
GO:0051092	positive regulation of NF-kappaB transcription factor activity	6/29	272/29456	2.33170104614257e-07	4.84002702888873e-05	2.40617518299288e-05	HSPA1A/HSPA1A/TRAF6/TRAF2/RELA/NFKB2	6	DNJA1_HUMAN	Up.LFQ.A	-4.31515221305301
GO:2001234	negative regulation of apoptotic signaling pathway	7/29	459/29456	2.47304727138698e-07	4.84002702888873e-05	2.40617518299288e-05	QARS/HYOU1/HSPA1A/HSPH1/HSPA1A/TRAF2/RELA	7	DNJA1_HUMAN	Up.LFQ.A	-4.31515221305301
GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	4/29	61/29456	3.80207318528163e-07	4.84002702888873e-05	2.40617518299288e-05	HSPA1A/HSPA1A/TRAF6/RELA	4	DNJA1_HUMAN	Up.LFQ.A	-4.31515221305301
GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	4/29	63/29456	4.33393785063009e-07	4.84002702888873e-05	2.40617518299288e-05	HSPA1A/HSPA1A/TRAF6/RELA	4	DNJA1_HUMAN	Up.LFQ.A	-4.31515221305301
GO:0042026	protein refolding	4/29	63/29456	4.33393785063009e-07	4.84002702888873e-05	2.40617518299288e-05	HYOU1/HSPA1A/HSPH1/HSPA1A	4	DNJA1_HUMAN	Up.LFQ.A	-4.31515221305301
GO:0051085	chaperone cofactor-dependent protein refolding	4/29	64/29456	4.61972782548371e-07	4.84002702888873e-05	2.40617518299288e-05	HYOU1/HSPA1A/HSPH1/HSPA1A	4	DNJA1_HUMAN	Up.LFQ.A	-4.31515221305301
GO:0033209	tumor necrosis factor-mediated signaling pathway	6/29	308/29456	4.82929526164064e-07	4.84002702888873e-05	2.40617518299288e-05	PSMD11/HSPA1A/PSMC2/HSPA1A/TRAF2/RELA	6	DNJA1_HUMAN	Up.LFQ.A	-4.31515221305301
GO:1903265	positive regulation of tumor necrosis factor-mediated signaling pathway	3/29	18/29456	6.9313678339966e-07	6.25209378626494e-05	3.10817126029742e-05	HSPA1A/HSPA1A/TRAF2	3	DNJA1_HUMAN	Up.LFQ.A	-4.20397451584929
GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	3/29	20/29456	9.67071384871841e-07	7.3309755918902e-05	3.64452748529026e-05	HSPA1A/HSPA1A/RELA	3	DNJA1_HUMAN	Up.LFQ.A	-4.13483822645286
GO:0051084	'de novo' posttranslational protein folding	4/29	77/29456	9.75296087612886e-07	7.3309755918902e-05	3.64452748529026e-05	HYOU1/HSPA1A/HSPH1/HSPA1A	4	DNJA1_HUMAN	Up.LFQ.A	-4.13483822645286
GO:1901224	positive regulation of NIK/NF-kappaB signaling	4/29	87/29456	1.59332727577477e-06	0.00011055240021145	5.49601149376561e-05	AGO3/TRAF6/TRAF2/RELA	4	DNJA1_HUMAN	Up.LFQ.A	-3.95643182398285
GO:0006458	'de novo' protein folding	4/29	111/29456	4.21769149383803e-06	0.00023050532769601	0.000114593616056133	HYOU1/HSPA1A/HSPH1/HSPA1A	4	DNJA1_HUMAN	Up.LFQ.A	-3.63731903226028
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	5/29	250/29456	4.25392047469677e-06	0.00023050532769601	0.000114593616056133	PSMD11/HSPA1A/PSMC2/CUL2/HSPA1A	5	DNJA1_HUMAN	Up.LFQ.A	-3.63731903226028
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	4/29	112/29456	4.37093221911975e-06	0.00023050532769601	0.000114593616056133	HSPA1A/HSPA1A/TRAF6/RELA	4	DNJA1_HUMAN	Up.LFQ.A	-3.63731903226028
GO:0034605	cellular response to heat	5/29	253/29456	4.50830536466841e-06	0.00023050532769601	0.000114593616056133	HYOU1/HSPA1A/HSPH1/HSPA1A/HDAC2	5	DNJA1_HUMAN	Up.LFQ.A	-3.63731903226028
GO:0051091	positive regulation of DNA binding transcription factor activity	6/29	455/29456	4.61906122831862e-06	0.00023050532769601	0.000114593616056133	HSPA1A/HSPA1A/TRAF6/TRAF2/RELA/NFKB2	6	DNJA1_HUMAN	Up.LFQ.A	-3.63731903226028
GO:1901222	regulation of NIK/NF-kappaB signaling	4/29	115/29456	4.85543373195586e-06	0.00023050532769601	0.000114593616056133	AGO3/TRAF6/TRAF2/RELA	4	DNJA1_HUMAN	Up.LFQ.A	-3.63731903226028
