ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Chaperome_ID	Status	log10.p.adjust
GO:0007006	mitochondrial membrane organization	3/6	241/29456	1.0623361545882e-05	5.56328670429081e-05	3.8255872602899e-06	HSPA4/HSPA1A/HSPA1A	3	DNJB5_HUMAN	Up	-4.25466855809207
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	3/6	250/29456	1.18556837914108e-05	6.04943865254038e-05	4.15988904961783e-06	DNAJB1/HSPA1A/HSPA1A	3	DNJB5_HUMAN	Up	-4.21828492310205
GO:0098787	mRNA cleavage involved in mRNA processing	2/6	28/29456	1.30394033749356e-05	6.48710317903047e-05	4.46084852300429e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-4.18794919445035
GO:0043620	regulation of DNA-templated transcription in response to stress	3/6	261/29456	1.34859700449076e-05	6.54562936326005e-05	4.50109398161231e-06	DNAJB1/HSPA1A/HSPA1A	3	DNJB5_HUMAN	Up	-4.18404858962503
GO:1901673	regulation of mitotic spindle assembly	2/6	33/29456	1.82055229536088e-05	8.42534666922826e-05	5.79367927532226e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-4.07441222061265
GO:1903894	regulation of IRE1-mediated unfolded protein response	2/6	33/29456	1.82055229536088e-05	8.42534666922826e-05	5.79367927532226e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-4.07441222061265
GO:0032075	positive regulation of nuclease activity	2/6	34/29456	1.93416160865782e-05	8.55329244717569e-05	5.88166103217583e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-4.0678666786755
GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	2/6	34/29456	1.93416160865782e-05	8.55329244717569e-05	5.88166103217583e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-4.0678666786755
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	2/6	39/29456	2.55359138278983e-05	0.000110470583733734	7.59649610440911e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.95675335114522
GO:2001242	regulation of intrinsic apoptotic signaling pathway	3/6	335/29456	2.84271189727879e-05	0.000120361631395421	8.27665278043096e-06	HYOU1/HSPA1A/HSPA1A	3	DNJB5_HUMAN	Up	-3.91951193441461
GO:0050685	positive regulation of mRNA processing	2/6	45/29456	3.40982688649492e-05	0.000139085238991625	9.56417935409218e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.85671895889832
GO:0006379	mRNA cleavage	2/6	46/29456	3.56449607465974e-05	0.000139085238991625	9.56417935409218e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.85671895889832
GO:0045648	positive regulation of erythrocyte differentiation	2/6	46/29456	3.56449607465974e-05	0.000139085238991625	9.56417935409218e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.85671895889832
GO:0090169	regulation of spindle assembly	2/6	46/29456	3.56449607465974e-05	0.000139085238991625	9.56417935409218e-06	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.85671895889832
GO:0033120	positive regulation of RNA splicing	2/6	50/29456	4.21731939425076e-05	0.000161393569126135	1.10982089322389e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.79211377412867
GO:0007020	microtubule nucleation	2/6	51/29456	4.38905720343248e-05	0.00016479667612888	1.13322231667572e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.78305155206514
GO:1900101	regulation of endoplasmic reticulum unfolded protein response	2/6	59/29456	5.88567478817097e-05	0.000216898015341856	1.49149653501409e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.66374442184484
GO:0032069	regulation of nuclease activity	2/6	60/29456	6.08807740282556e-05	0.00022027770966587	1.51473696146856e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.65702944773754
GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	2/6	61/29456	6.29388256194767e-05	0.000223657612469212	1.53797882152857e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.65041631547877
GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	2/6	63/29456	6.71569679091858e-05	0.000234460291472421	1.61226331083918e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.62993069945067
GO:2001234	negative regulation of apoptotic signaling pathway	3/6	459/29456	7.26008363941102e-05	0.000249095973145309	1.7129053958683e-05	HYOU1/HSPA1A/HSPA1A	3	DNJB5_HUMAN	Up	-3.60363329315762
GO:0060236	regulation of mitotic spindle organization	2/6	67/29456	7.60011484102749e-05	0.000256342856502453	1.76273850014911e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.59117878052431
GO:0031116	positive regulation of microtubule polymerization	2/6	68/29456	7.82971175968351e-05	0.000259685440029503	1.78572373466466e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.58555239958944
GO:0045646	regulation of erythrocyte differentiation	2/6	69/29456	8.06270378116531e-05	0.00026302918892654	1.8087169828326e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.57999605422382
GO:0032757	positive regulation of interleukin-8 production	2/6	70/29456	8.29908997590967e-05	0.000266374016968714	1.83171765172879e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.57450814000266
GO:0031112	positive regulation of microtubule polymerization or depolymerization	2/6	71/29456	8.538869414496e-05	0.000268163023423699	1.8440197326147e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.57160110653719
GO:0090224	regulation of spindle organization	2/6	72/29456	8.78204116764625e-05	0.000268163023423699	1.8440197326147e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.57160110653719
GO:0034976	response to endoplasmic reticulum stress	3/6	490/29456	8.81521109634033e-05	0.000268163023423699	1.8440197326147e-05	HYOU1/HSPA1A/HSPA1A	3	DNJB5_HUMAN	Up	-3.57160110653719
GO:1901099	negative regulation of signal transduction in absence of ligand	2/6	73/29456	9.02860430622504e-05	0.000268163023423699	1.8440197326147e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.57160110653719
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	2/6	73/29456	9.02860430622504e-05	0.000268163023423699	1.8440197326147e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.57160110653719
GO:1905898	positive regulation of response to endoplasmic reticulum stress	2/6	79/29456	0.000105791502180771	0.000309595719617255	2.12893115843656e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.50920505238016
GO:0001961	positive regulation of cytokine-mediated signaling pathway	2/6	88/29456	0.000131333862604328	0.000378774473308136	2.6046380074085e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.42161929702613
GO:0060760	positive regulation of response to cytokine stimulus	2/6	93/29456	0.000146706284113658	0.000417065007694542	2.86794239620685e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.37979624650678
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	2/6	95/29456	0.000153091351012494	0.000429087026077273	2.9506116577649e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.36745461664475
GO:0010823	negative regulation of mitochondrion organization	2/6	98/29456	0.000162921682319377	0.000444128969610355	3.0540473974793e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.35249089777525
GO:0031113	regulation of microtubule polymerization	2/6	98/29456	0.000162921682319377	0.000444128969610355	3.0540473974793e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.35249089777525
GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	2/6	100/29456	0.00016964361584599	0.000456203777748	3.1370796671378e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.34084112272373
GO:0032677	regulation of interleukin-8 production	2/6	101/29456	0.000173055068647196	0.000459172782143893	3.15749598935234e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.3380238630209
GO:0010803	regulation of tumor necrosis factor-mediated signaling pathway	2/6	107/29456	0.000194230007320913	0.000508575940221864	3.49721619829898e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.29364418933538
GO:0090307	mitotic spindle assembly	2/6	109/29456	0.000201557135240233	0.000520907401465017	3.5820133398811e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.28323947172342
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	2/6	112/29456	0.000212799587095325	0.000542911767076535	3.73332608939167e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.26527074533819
GO:0097345	mitochondrial outer membrane permeabilization	2/6	114/29456	0.000220462287231285	0.000551165949688089	3.79008587460733e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.2587176204171
GO:0032637	interleukin-8 production	2/6	115/29456	0.000224343929270026	0.000551165949688089	3.79008587460733e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.2587176204171
GO:1903313	positive regulation of mRNA metabolic process	2/6	115/29456	0.000224343929270026	0.000551165949688089	3.79008587460733e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.2587176204171
GO:1902110	positive regulation of mitochondrial membrane permeability involved in apoptotic process	2/6	117/29456	0.000232207751138227	0.000563528566786673	3.87509725904615e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.24908406349834
GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	2/6	120/29456	0.000244254690007503	0.000585622690499916	4.02702722903936e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.232382104477
GO:0031397	negative regulation of protein ubiquitination	2/6	121/29456	0.000248337287682443	0.000588322860104834	4.04559491211999e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.2303842761672
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	2/6	123/29456	0.000256602854778113	0.000600752565892287	4.13106763110274e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.22130436559192
GO:0035794	positive regulation of mitochondrial membrane permeability	2/6	124/29456	0.000260785805759817	0.000603446224955855	4.14959054452585e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.21936142522776
GO:1905710	positive regulation of membrane permeability	2/6	127/29456	0.000273535217836058	0.000625672509762938	4.30242931865548e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.20365292624437
GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process	2/6	128/29456	0.000277851844190028	0.000628324056747904	4.320662648888e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.20181631206051
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	2/6	131/29456	0.000291002061273685	0.000650667530263632	4.4743072697314e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.18664086497227
GO:0038034	signal transduction in absence of ligand	2/6	136/29456	0.000313586330705076	0.000685754723190221	4.71558392037708e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.16383119247533
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	2/6	136/29456	0.000313586330705076	0.000685754723190221	4.71558392037708e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.16383119247533
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	2/6	140/29456	0.000332253600508128	0.0007186789837078	4.94198719291267e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.14346505500854
GO:0046785	microtubule polymerization	2/6	145/29456	0.000356336539918231	0.000762483563911054	5.243208849957e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.11776951352828
GO:0031110	regulation of microtubule polymerization or depolymerization	2/6	148/29456	0.000371185250222672	0.000777535418887491	5.34671274558973e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.10927981853645
GO:0046902	regulation of mitochondrial membrane permeability	2/6	148/29456	0.000371185250222672	0.000777535418887491	5.34671274558973e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.10927981853645
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	2/6	152/29456	0.000391448454029299	0.000811440024498233	5.57985734910184e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.09074357441081
GO:0045639	positive regulation of myeloid cell differentiation	2/6	155/29456	0.000406994228141019	0.000834967540206833	5.74164402152279e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.07833040760989
GO:0090559	regulation of membrane permeability	2/6	160/29456	0.000433566681997977	0.000880405813444871	6.05409974862911e-05	HSPA1A/HSPA1A	2	DNJB5_HUMAN	Up	-3.05531709840096
GO:0006354	DNA-templated transcription, elongation	4/11	230/29456	1.14478632564871e-06	0.000659396923573655	0.000342230859457087	POLR2A/POLR1A/SUPT6H/PAF1	4	RMP_HUMAN	Up	-3.18085308339563
GO:0000380	alternative mRNA splicing, via spliceosome	3/8	104/29456	2.36369432831313e-06	0.000737472630433697	0.00031350051091311	PTBP1/DHX9/HNRNPM	3	TOM70_HUMAN	Up	-3.1322540928714
GO:0000245	spliceosomal complex assembly	7/33	118/29456	5.41829553249029e-11	2.24859264598347e-08	1.65400600465493e-08	PRPF19/SNRNP200/SNRPD1/SF3A3/LUC7L2/SF3A1/SF3A2	7	PRP6_HUMAN	Up	-7.64808921402867
GO:0022618	ribonucleoprotein complex assembly	9/33	374/29456	2.29662095460996e-10	4.76548848081566e-08	3.5053688254573e-08	PRPF19/PRPF8/SNRNP200/SNRPD1/SF3A3/LUC7L2/SF3A1/SF3A2/NPM1	9	PRP6_HUMAN	Up	-7.32189257589668
GO:0071826	ribonucleoprotein complex subunit organization	9/33	395/29456	3.71640874053555e-10	5.14103209107418e-08	3.78160889387828e-08	PRPF19/PRPF8/SNRNP200/SNRPD1/SF3A3/LUC7L2/SF3A1/SF3A2/NPM1	9	PRP6_HUMAN	Up	-7.28894968519483
GO:0031124	mRNA 3'-end processing	7/33	170/29456	7.09152598281136e-10	7.35745820716679e-08	5.41195403951393e-08	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/SNRPA/EIF4A3	7	PRP6_HUMAN	Up	-7.13327219615984
GO:0043484	regulation of RNA splicing	7/33	207/29456	2.79736557578953e-09	2.32181342790531e-07	1.70786529890308e-07	PRPF19/ZNF326/U2AF2/SRSF7/SON/SF3A1/RNPS1	7	PRP6_HUMAN	Up	-6.63417268144785
GO:0050684	regulation of mRNA processing	7/33	222/29456	4.54373757071895e-09	2.40578809116334e-07	1.76963486731102e-07	PRPF19/U2AF2/SRSF7/SON/SF3A1/RNPS1/SNRPA	7	PRP6_HUMAN	Up	-6.61874262923702
GO:0071426	ribonucleoprotein complex export from nucleus	7/33	222/29456	4.54373757071895e-09	2.40578809116334e-07	1.76963486731102e-07	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-6.61874262923702
GO:0071166	ribonucleoprotein complex localization	7/33	223/29456	4.6873506332352e-09	2.40578809116334e-07	1.76963486731102e-07	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-6.61874262923702
GO:0006369	termination of RNA polymerase II transcription	6/33	125/29456	5.21737176396868e-09	2.40578809116334e-07	1.76963486731102e-07	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/EIF4A3	6	PRP6_HUMAN	Up	-6.61874262923702
GO:0031123	RNA 3'-end processing	7/33	238/29456	7.35198951518876e-09	3.05107564880334e-07	2.24429153621552e-07	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/SNRPA/EIF4A3	7	PRP6_HUMAN	Up	-6.51554702426498
GO:0048024	regulation of mRNA splicing, via spliceosome	6/33	138/29456	9.45957394400755e-09	3.56883926069376e-07	2.62514492226047e-07	PRPF19/U2AF2/SRSF7/SON/SF3A1/RNPS1	6	PRP6_HUMAN	Up	-6.44747301207958
GO:0006405	RNA export from nucleus	7/33	252/29456	1.09048253060986e-08	3.77125208502577e-07	2.77403450769175e-07	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-6.42351443670693
GO:0006406	mRNA export from nucleus	6/33	188/29456	5.98811330449278e-08	1.77504787240322e-06	1.30567884082925e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/EIF4A3	6	PRP6_HUMAN	Up	-5.75078992968484
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	6/33	188/29456	5.98811330449278e-08	1.77504787240322e-06	1.30567884082925e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/EIF4A3	6	PRP6_HUMAN	Up	-5.75078992968484
GO:0050657	nucleic acid transport	7/33	335/29456	7.66010519372372e-08	1.91456304033358e-06	1.40830255344766e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-5.71793032917617
GO:0050658	RNA transport	7/33	335/29456	7.66010519372372e-08	1.91456304033358e-06	1.40830255344766e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-5.71793032917617
GO:0006353	DNA-templated transcription, termination	6/33	197/29456	7.90085216188559e-08	1.91456304033358e-06	1.40830255344766e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/EIF4A3	6	PRP6_HUMAN	Up	-5.71793032917617
GO:0051236	establishment of RNA localization	7/33	339/29456	8.30412884963963e-08	1.91456304033358e-06	1.40830255344766e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-5.71793032917617
GO:0006611	protein export from nucleus	7/33	349/29456	1.01176278657283e-07	2.20990292856697e-06	1.62554685931369e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-5.65562680256539
GO:0051168	nuclear export	7/33	389/29456	2.10938841563581e-07	4.3769809624443e-06	3.21959284491781e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-5.35882534233442
GO:0006403	RNA localization	7/33	397/29456	2.42001130940557e-07	4.78240330192053e-06	3.51781092595296e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-5.32035380245422
GO:0051028	mRNA transport	6/33	249/29456	3.14262198236035e-07	5.92812783036158e-06	4.36057595638518e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/EIF4A3	6	PRP6_HUMAN	Up	-5.22708244007898
GO:0015931	nucleobase-containing compound transport	7/33	419/29456	3.47988932909122e-07	6.27893074596895e-06	4.61861741618515e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-5.20211430700526
GO:0031503	protein-containing complex localization	7/33	423/29456	3.7094161795436e-07	6.4141988104608e-06	4.71811707047212e-06	U2AF1/U2AF1/U2AF2/SRSF7/RNPS1/NPM1/EIF4A3	7	PRP6_HUMAN	Up	-5.19285758308111
GO:0000389	mRNA 3'-splice site recognition	3/33	14/29456	4.62380472435214e-07	7.67551584242455e-06	5.64590892657735e-06	SF3A3/SF3A1/SF3A2	3	PRP6_HUMAN	Up	-5.11489242757842
GO:0006376	mRNA splice site selection	4/33	65/29456	8.41939728673831e-07	1.34386533615246e-05	9.88512232046198e-06	SF3A3/LUC7L2/SF3A1/SF3A2	4	PRP6_HUMAN	Up	-4.87164424816912
GO:0048025	negative regulation of mRNA splicing, via spliceosome	3/33	29/29456	4.5887070847711e-06	7.05301274140742e-05	5.18801190870806e-05	U2AF2/SRSF7/RNPS1	3	PRP6_HUMAN	Up	-4.15162533159309
GO:0033119	negative regulation of RNA splicing	3/33	39/29456	1.1389480974043e-05	0.000168808378722424	0.000124171033175657	U2AF2/SRSF7/RNPS1	3	PRP6_HUMAN	Up	-3.77260600117833
GO:0050686	negative regulation of mRNA processing	3/33	54/29456	3.05600238109029e-05	0.000437324478673266	0.000321684461167399	U2AF2/SRSF7/RNPS1	3	PRP6_HUMAN	Up	-3.35919621290168
GO:0000387	spliceosomal snRNP assembly	3/33	67/29456	5.84391789968367e-05	0.000808408642789575	0.000594644277511672	PRPF19/PRPF8/SNRPD1	3	PRP6_HUMAN	Up	-3.09236905203977
GO:0051085	chaperone cofactor-dependent protein refolding	6/10	64/29456	1.7246786242438e-14	5.08780194151921e-12	1.57944252957064e-12	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-11.2934698032911
GO:0051084	'de novo' posttranslational protein folding	6/10	77/29456	5.44574187343286e-14	8.03246926331346e-12	2.49357654204557e-12	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-11.095150927625
GO:0006458	'de novo' protein folding	6/10	111/29456	5.18008255376554e-13	5.09374784453611e-11	1.5812883585179e-11	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-10.2929625576914
GO:0061077	chaperone-mediated protein folding	6/10	151/29456	3.39029951213791e-12	2.50034589020171e-10	7.76200151463154e-11	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-9.60199990820192
GO:0042026	protein refolding	5/10	63/29456	9.50994418672407e-12	5.6108670701672e-10	1.74182135630525e-10	HSPA8/HSPA1A/HSPA1A/HSPA4/HSPA6	5	BAG4_HUMAN	Up	-9.25097002026049
GO:0034605	cellular response to heat	6/10	253/29456	7.72062350370662e-11	3.79597322265575e-09	1.17841095582891e-09	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-8.42067685981004
GO:0006986	response to unfolded protein	6/10	331/29456	3.8910667430626e-10	1.6398066988621e-08	5.09056852099919e-09	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-7.78520734376044
GO:0009408	response to heat	6/10	343/29456	4.81891530088103e-10	1.77697501719988e-08	5.51638988390328e-09	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-7.75031867797326
GO:0035966	response to topologically incorrect protein	6/10	375/29456	8.22954668925764e-10	2.69746252592334e-08	8.37392470134988e-09	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-7.56904457997137
GO:0006457	protein folding	6/10	462/29456	2.87006503725259e-09	7.69699259990467e-08	2.38943213627728e-08	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-7.11367893098269
GO:0009266	response to temperature stimulus	6/10	462/29456	2.87006503725259e-09	7.69699259990467e-08	2.38943213627728e-08	HSPA8/HSPA1A/HSPA1A/HSPA4/DNAJB1/HSPA6	6	BAG4_HUMAN	Up	-7.11367893098269
GO:0034620	cellular response to unfolded protein	5/10	274/29456	1.62895553612286e-08	4.0045156929687e-07	1.24315027756745e-07	HSPA8/HSPA1A/HSPA1A/HSPA4/HSPA6	5	BAG4_HUMAN	Up	-6.3974500000765
GO:0035967	cellular response to topologically incorrect protein	5/10	315/29456	3.26780313800504e-08	7.4153994285499e-07	2.30201516604404e-07	HSPA8/HSPA1A/HSPA1A/HSPA4/HSPA6	5	BAG4_HUMAN	Up	-6.12986545084691
GO:0090084	negative regulation of inclusion body assembly	3/10	21/29456	3.73519532172923e-08	7.87059014221517e-07	2.44332325556724e-07	HSPA1A/HSPA1A/DNAJB1	3	BAG4_HUMAN	Up	-6.10399270272369
GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	3/10	27/29456	8.20583691452773e-08	1.61381459319045e-06	5.00987937939588e-07	HSPA1A/HSPA1A/DNAJB1	3	BAG4_HUMAN	Up	-5.79214636167067
GO:1900034	regulation of cellular response to heat	4/10	147/29456	1.22144951917536e-07	2.25204755097957e-06	6.99119132685896e-07	HSPA8/HSPA1A/HSPA1A/DNAJB1	4	BAG4_HUMAN	Up	-5.6474224437896
GO:0090083	regulation of inclusion body assembly	3/10	33/29456	1.52899711187138e-07	2.65325969412975e-06	8.23670270791393e-07	HSPA1A/HSPA1A/DNAJB1	3	BAG4_HUMAN	Up	-5.57622024032756
GO:0051131	chaperone-mediated protein complex assembly	3/10	41/29456	2.98311387346866e-07	4.88899218151808e-06	1.51772460229107e-06	HSPA1A/HSPA1A/HSPA4	3	BAG4_HUMAN	Up	-5.31078065725984
GO:0050685	positive regulation of mRNA processing	3/10	45/29456	3.96812327987501e-07	6.16103351349014e-06	1.91261343683726e-06	HSPA8/HSPA1A/HSPA1A	3	BAG4_HUMAN	Up	-5.21034642881668
GO:0033120	positive regulation of RNA splicing	3/10	50/29456	5.47610128779793e-07	8.07724939950195e-06	2.50747795809695e-06	HSPA8/HSPA1A/HSPA1A	3	BAG4_HUMAN	Up	-5.09273650729382
GO:0070841	inclusion body assembly	3/10	51/29456	5.81731975150076e-07	8.17194917472726e-06	2.53687628260935e-06	HSPA1A/HSPA1A/DNAJB1	3	BAG4_HUMAN	Up	-5.08767434311694
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	4/10	250/29456	1.02197769074414e-06	1.37037917622509e-05	4.25416550692536e-06	HSPA1A/HSPA1A/DNAJB1/PSMB5	4	BAG4_HUMAN	Up	-4.86315924937066
GO:0043620	regulation of DNA-templated transcription in response to stress	4/10	261/29456	1.21312036719036e-06	1.55595873183112e-05	4.83027331558634e-06	HSPA1A/HSPA1A/DNAJB1/PSMB5	4	BAG4_HUMAN	Up	-4.80800192583971
GO:0043488	regulation of mRNA stability	4/10	338/29456	3.38700682920499e-06	4.16319589423113e-05	1.29241050061769e-05	HSPA8/HSPA1A/HSPA1A/PSMB5	4	BAG4_HUMAN	Up	-4.38057315342213
GO:0043487	regulation of RNA stability	4/10	349/29456	3.84513234808714e-06	4.53725617074282e-05	1.40853269172034e-05	HSPA8/HSPA1A/HSPA1A/PSMB5	4	BAG4_HUMAN	Up	-4.34320670003764
GO:0070432	regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	2/10	10/29456	4.6611496731092e-06	4.9968655289633e-05	1.55121249248816e-05	HSPA1A/HSPA1A	2	BAG4_HUMAN	Up	-4.30130233773272
GO:0090063	positive regulation of microtubule nucleation	2/10	10/29456	4.6611496731092e-06	4.9968655289633e-05	1.55121249248816e-05	HSPA1A/HSPA1A	2	BAG4_HUMAN	Up	-4.30130233773272
GO:0061013	regulation of mRNA catabolic process	4/10	368/29456	4.74278762071093e-06	4.9968655289633e-05	1.55121249248816e-05	HSPA8/HSPA1A/HSPA1A/PSMB5	4	BAG4_HUMAN	Up	-4.30130233773272
GO:0060699	regulation of endoribonuclease activity	2/10	11/29456	5.69592912079393e-06	5.79413479529038e-05	1.79871445919808e-05	HSPA1A/HSPA1A	2	BAG4_HUMAN	Up	-4.23701140554754
GO:1903313	positive regulation of mRNA metabolic process	3/10	115/29456	6.81878388129067e-06	6.50320577653357e-05	2.018836405204e-05	HSPA8/HSPA1A/HSPA1A	3	BAG4_HUMAN	Up	-4.18687250368868
GO:0010968	regulation of microtubule nucleation	2/10	12/29456	6.83387725669629e-06	6.50320577653357e-05	2.018836405204e-05	HSPA1A/HSPA1A	2	BAG4_HUMAN	Up	-4.18687250368868
